Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,56
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,220
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,17
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,21
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,21
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,68
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,10
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,19
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,28
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,11
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,79
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,0-24,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,25-34,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,35-44,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,45-54,15
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,55-64,32
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,65-74,53
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,75-84,74
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,85+,73
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory failure,J96,All Ages,256
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,35-44,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,45-54,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,55-64,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,65-74,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,75-84,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,85+,12
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Respiratory arrest,R09.2,All Ages,26
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,NE,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,23
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,0-24,
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,25-34,
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,35-44,10
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,45-54,30
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,55-64,74
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,65-74,125
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,75-84,157
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,85+,173
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NE,COVID-19,COVID-19,U071,All Ages,580
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,34
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,115
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,177
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,314
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,323
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,204
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1175
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,27
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,33
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,17
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,88
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,21
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,63
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,108
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,167
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,175
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,114
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,653
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,0-24,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,25-34,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,35-44,17
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,45-54,42
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,55-64,61
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,65-74,136
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,75-84,152
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,85+,96
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory failure,J96,All Ages,509
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,0-24,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,35-44,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,45-54,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,55-64,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,65-74,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,75-84,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,85+,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Respiratory arrest,R09.2,All Ages,19
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,14
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,19
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,NV,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,57
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,0-24,
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,25-34,10
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,35-44,49
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,45-54,139
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,55-64,230
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,65-74,424
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,75-84,464
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,85+,293
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NV,COVID-19,COVID-19,U071,All Ages,1613
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,26
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,35
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,46
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,117
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,21
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,14
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,43
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,10
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,32
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,0-24,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,25-34,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,35-44,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,45-54,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,55-64,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,65-74,33
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,75-84,44
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,85+,69
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory failure,J96,All Ages,155
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,35-44,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,45-54,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,55-64,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,65-74,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,75-84,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,85+,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Respiratory arrest,R09.2,All Ages,11
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,
10/25/2020,2/1/2020,10/24/2020,NH,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,
